DeptId,ZipCode,NumberOfStations,ActivePersonnel
1485,38943,1,4
1486,39074,1,20
1487,36474,1,18
1488,68310,1,25
1489,66406,2,35
1490,41311,1,15
1491,28516,2,27
1492,63013,2,43
1493,29902,4,79
1494,92220,1,29
1495,77701,12,235
1496,39423,1,12
1497,70660,7,66
1498,70652,6,61
1499,70637,4,65
1500,70634,5,57
1501,36804,3,28
1502,55601,1,12
1503,84751,3,24
1504,84713,2,24
1505,49738,1,12
1506,56116,1,18
1507,77836,1,8
1508,59464,2,34
1509,53916,1,46
1510,28382,2,29
1511,86432,3,47
1512,14812,1,45
1513,13305,1,60
1514,15010,2,26
1515,60931,1,20
1516,49782,1,15
1517,72756,2,37
1518,28103,1,38
1519,18216,1,28
1520,17812,1,35
1521,72613,1,10
1522,48611,1,20
1523,44452,1,34
1524,17815,1,20
1525,85541,1,21
1526,67525,1,18
1527,45613,1,14
1528,15009,1,30
1529,25813,2,30
1530,99724,1,42
1531,45434,4,74
1532,28679,1,26
1533,45808,1,19
1534,30683,1,25
1535,72032,3,18
1536,59725,1,33
1537,12758,1,26
1538,48612,1,30
1539,35544,1,24
1540,60912,1,20
1541,62219,1,27
1542,55308,2,32
1543,38825,2,25
1544,01223,2,27
1545,25801,3,42
1546,15210,1,21
1547,75631,2,20
1548,96129,1,14
1549,04622,1,2
1550,24523,1,240
1551,37160,9,152
1552,44146,1,29
1553,47421,3,37
1554,48182,3,64
1555,01730,1,36
1556,10506,1,50
1557,03110,1,41
1558,76021,3,69
1559,15522,1,82
1560,44146,1,23
1561,10507,1,85
1562,60501,3,57
1563,21502,1,18
1564,48182,3,57
1565,49017,3,25
1566,62823,1,31
1567,40006,2,16
1568,24523,1,45
1569,50833,1,30
1570,25404,2,40
1571,68314,1,14
1572,74748,0,5
1573,72012,3,25
1574,26030,2,17
1575,47459,1,17
1576,38485,1,12
1577,25678,1,13
1578,46107,2,33
1579,29842,3,38
1580,28604,2,37
1581,05902,1,40
1582,60401,1,47
1583,54156,1,18
1584,42323,1,30
1585,53001,1,36
1586,12570,1,40
1587,12992,2,55
1588,68716,1,36
1589,07461,1,24
1590,37305,2,25
1591,27284,1,45
1592,78102,2,60
1593,74421,2,20
1594,95560,1,12
1595,71721,2,7
1596,21014,3,160
1597,20611,1,30
1598,01007,1,42
1599,58316,1,24
1600,68717,1,18
1601,48809,1,24
1602,27009,1,29
1603,04915,1,33
1604,14711,1,57
1605,72150,1,15
1606,24609,1,30
1607,58622,1,17
1608,36526,1,16
1609,59008,1,10
1610,41514,3,29
1611,13027,3,63
1612,53004,1,38
1613,04917,3,37
1614,56312,1,48
1615,68623,1,23
1616,63622,1,12
1617,28555,1,21
1618,35653,1,20
1619,27810,1,30
1620,26250,1,28
1621,35545,1,5
1622,62908,1,12
1623,27811,1,37
1624,37020,1,12
1625,91307,1,27
1626,63735,1,12
1627,40977,9,60
1628,74960,1,12
1629,29720,1,12
1630,15680,1,27
1631,72714,3,50
1632,49615,1,31
1633,77401,1,28
1634,36901,1,15
1635,45305,2,20
1636,70037,5,46
1637,59317,1,24
1638,25015,2,20
1639,57717,1,39
1640,52208,1,40
1641,56011,1,30
1642,16510,1,42
1643,43717,1,23
1644,15012,1,26
1645,65013,1,20
1646,43311,1,21
1647,17003,1,32
1648,08270,1,22
1649,11001,1,23
1650,11001,1,35
1651,41005,1,23
1652,17004,1,25
1653,07109,3,65
1654,53508,1,35
1655,66935,1,25
1656,62220,4,63
1657,48111,1,16
1658,72824,1,14
1659,67360,1,14
1660,36401,1,10
1661,13611,1,30
1662,29135,2,7
1663,49021,1,22
1664,98009,9,217
1665,68005,4,87
1666,83313,1,18
1667,44811,1,20
1668,52031,1,40
1669,54311,2,50
1670,14227,1,47
1671,76228,1,15
1672,61724,1,19
1673,63333,1,20
1674,02019,3,28
1675,56212,1,20
1676,08031,2,50
1677,76705,1,13
1678,62811,1,22
1679,11710,3,125
1680,14415,1,40
1681,05101,1,19
1682,11713,1,56
1683,38006,1,22
1684,75414,1,16
1685,06905,1,39
1686,28906,1,21
1687,30414,1,6
1688,60104,1,27
1689,68624,1,30
1690,36313,1,20
1691,07719,3,40
1692,50421,1,30
1693,04952,1,18
1694,29605,1,35
1695,38827,1,20
1696,02478,2,54
1697,03220,1,26
1698,14813,1,30
1699,53510,1,40
1700,78604,1,15
1701,43718,1,20
1702,26134,1,20
1703,44609,1,55
1704,67420,1,21
1705,75835,1,11
1706,67519,2,12
1707,45714,2,40
1708,59412,1,18
1709,59412,1,18
1710,64012,2,52
1711,76513,2,33
1712,56517,1,10
1713,29841,2,33
1714,43910,1,16
1715,37306,1,23
1716,61008,2,29
1717,68315,1,13
1718,48886,1,20
1719,57521,1,15
1720,56214,1,19
1721,27827,1,34
1722,66407,1,13
1723,39038,1,19
1724,61813,2,24
1725,56601,4,57
1726,14712,1,24
1727,15202,1,25
1728,95005,1,61
1729,76126,1,34
1730,39175,1,30
1731,97702,6,114
1732,17306,1,25
1733,68316,1,18
1734,50544,1,20
1735,40807,1,13
1736,27332,2,38
1737,94510,2,47
1738,79505,1,20
1739,69021,1,28
1740,62009,1,25
1741,39452,1,14
1742,52721,1,27
1743,80102,5,78
1744,65536,1,23
1745,95404,1,29
1746,54873,1,26
1747,27208,2,39
1748,29512,2,36
1749,03442,1,17
1750,05201,1,100
1751,05201,3,51
1752,74723,1,6
1753,68007,2,40
1754,14011,1,30
1755,60106,2,38
1756,61516,1,30
1757,85602,1,30
1758,56215,1,35
1759,27504,1,35
1760,05731,1,16
1761,30143,2,20
1762,74525,1,8
1763,49022,3,27
1764,99338,7,76
1765,99345,1,33
1766,99320,2,53
1767,99353,2,55
1768,53803,1,38
1769,62812,1,19
1770,72015,5,60
1771,42028,1,20
1772,71006,6,44
1773,49022,1,28
1774,45690,1,15
1775,46526,1,24
1776,17814,1,30
1777,63736,1,18
1778,39039,1,10
1779,14527,1,42
1780,39040,1,16
1781,72712,7,108
1782,47331,1,19
1783,27524,1,28
1784,26031,1,40
1785,49616,1,17
1786,44017,1,23
1787,40403,3,45
1788,29611,3,65
1789,57004,1,40
1790,14416,1,73
1791,07621,3,78
1792,49910,1,16
1793,72601,2,20
1794,22811,1,18
1795,25401,5,39
1796,94704,7,127
1797,60163,1,46
1798,07922,1,40
1799,15237,1,50
1800,25411,1,40
1801,02779,2,48
1802,48072,1,30
1803,19606,1,24
1804,12078,2,34
1805,13736,1,38
1806,05450,1,15
1807,48166,1,30
1808,31722,1,24
1809,35055,3,6
1810,08009,1,55
1811,21811,3,71
1812,37091,1,20
1813,01503,1,31
1814,15530,1,90
1815,03570,1,26
1816,54923,1,36
1817,48002,1,19
1818,44401,1,20
1819,44814,1,28
1820,43015,1,27
1821,48179,1,23
1822,12022,1,20
1823,73662,1,21
1824,05602,2,30
1825,77833,1,18
1826,87107,13,231
1827,52032,1,23
1828,07920,1,1
1829,01337,1,26
1830,07924,1,45
1831,12023,2,57
1832,43155,1,40
1833,46711,1,30
1834,71222,3,25
1835,74331,1,14
1836,63822,1,15
1837,19506,1,35
1838,88201,3,22
1839,49103,1,25
1840,95966,1,20
1841,41003,1,32
1842,35546,1,25
1843,74107,1,21
1844,72616,1,24
1845,59701,1,9
1846,56437,1,18
1847,80513,2,34
1848,78605,1,18
1849,68927,1,25
1850,49107,2,19
1851,63823,1,12
1852,03901,1,33
1853,70342,3,30
1854,24815,2,20
1855,19312,2,76
1856,60402,3,80
1857,20740,1,65
1858,84714,1,17
1859,35020,5,110
1860,49959,2,18
1861,16112,1,25
1862,73622,1,13
1863,12196,1,40
1864,62010,1,39
1865,19930,2,37
1866,61914,1,29
1867,64424,1,16
1868,27320,2,53
1869,28391,1,23
1870,27542,1,25
1871,14054,1,39
1872,26032,1,20
1873,06524,2,75
1874,30143,2,15
1875,29745,1,28
1876,39339,1,21
1877,74801,2,20
1878,75832,1,17
1879,27944,1,29
1880,36280,1,16
1881,55005,1,8
1882,05032,1,29
1883,04217,1,25
1884,99559,1,24
1885,72764,1,26
1886,15102,3,80
1887,73501,1,18
1888,38315,1,9
1889,45341,2,65
1890,45371,1,23
1891,15690,1,20
1892,45745,1,15
1893,40374,1,30
1894,29710,3,44
1895,06801,1,40
1896,35621,1,18
1897,45106,1,62
1898,72501,2,20
1899,27703,2,72
1900,43719,1,35
1901,20814,3,159
1902,03574,1,30
1903,26003,1,43
1904,17113,1,16
1905,18017,1,45
1906,35576,1,22
1907,28086,1,26
1908,06751,1,27
1909,11714,3,145
1910,35057,3,12
1911,52722,4,45
1912,21610,1,43
1913,75644,1,8
1914,44815,1,18
1915,12302,2,50
1916,38726,1,12
1917,81023,2,28
1918,36854,5,4
1919,39337,1,16
1920,58523,1,30
1921,35957,1,16
1922,28518,1,41
1923,08010,2,50
1924,01915,3,67
1925,76711,1,23
1926,90210,3,87
1927,48025,1,27
1928,67423,2,20
1929,46301,1,28
1930,26253,1,35
1931,45715,1,24
1932,63532,2,25
1933,78260,1,52
1934,78023,1,43
1935,78253,3,96
1936,78002,2,20
1937,78220,3,70
1938,75462,1,19
1939,47512,1,24
1940,84715,1,18
1941,04005,2,76
1942,63775,1,19
1943,71068,7,41
1944,71016,5,20
1945,92314,2,45
1946,92315,5,56
1947,74652,1,5
1948,16115,1,15
1949,96011,1,7
1950,59701,1,15
1951,74332,1,14
1952,30143,6,41
1953,83545,1,15
1954,74939,2,20
1955,40914,1,30
1956,72941,2,20
1957,93605,1,6
1958,41564,1,23
1959,80540,1,21
1960,16936,1,45
1961,56627,1,20
1962,72617,3,13
1963,14814,1,25
1964,54613,2,32
1965,71953,1,23
1966,82431,1,28
1967,82410,1,22
1968,82411,1,34
1969,59034,1,15
1970,82833,1,20
1971,12410,1,19
1972,24526,1,22
1973,15074,2,30
1974,55309,1,31
1975,76932,1,17
1976,39573,1,10
1977,13331,1,18
1978,59937,1,7
1979,25113,1,8
1980,93513,1,35
1981,28753,1,20
1982,49349,1,14
1983,49307,1,27
1984,49307,1,25
1985,63628,2,25
1986,60511,1,34
1987,15715,1,30
1988,41129,2,15
1989,80835,1,18
1990,38221,1,30
1991,15143,1,21
1992,59716,2,26
1993,79720,5,62
1994,63363,2,21
1995,69122,1,26
1996,57216,1,25
1997,24219,2,26
1998,93920,3,48
1999,59011,1,40
2000,14075,1,56
2001,96009,1,10
2002,43334,2,33
2003,84741,1,19
2004,78830,1,7
2005,56117,1,24
2006,72016,1,15
2007,59911,3,18
2008,56628,1,20
2009,72462,2,25
2010,38865,2,18
2011,61418,0,0
2012,59718,1,20
2013,16881,2,20
2014,17307,1,50
2015,28746,2,36
2016,01821,5,77
2017,58645,3,42
2018,74630,1,20
2019,59101,7,114
2020,65610,4,30
2021,59105,1,15
2022,48612,2,20
2023,36006,1,17
2024,39530,10,175
2025,58416,1,23
2026,71852,1,14
2027,73009,1,12
2028,04920,1,25
2029,48475,1,24
2030,13901,5,117
2031,46713,2,30
2032,48415,1,27
2033,65438,1,14
2034,56629,1,12
2035,67731,1,18
2036,55310,1,25
2037,14822,1,34
2038,19508,2,49
2039,47513,1,23
2040,59602,1,12
2041,72386,1,8
2042,35203,32,707
2043,64161,1,15
2044,52535,1,25
2045,48009,2,36
2046,38866,1,18
2047,35023,2,26
2048,54414,1,49
2049,54494,1,17
2050,85603,2,20
2051,58317,1,25
2052,27209,1,27
2053,93514,3,36
2054,61419,1,19
2055,48507,1,10
2056,29010,1,19
2057,21813,2,56
2058,58504,1,7
2059,63624,1,30
2060,61814,4,30
2061,58501,5,79
2062,71929,3,40
2063,58501,2,36
2064,63624,1,30
2065,57620,1,18
2066,21522,1,21
2067,55708,1,21
2068,55741,1,18
2069,74008,2,32
2070,97759,1,17
2071,54106,1,42
2072,27813,1,27
2073,35961,1,25
2074,98092,2,2
2075,47842,2,35
2076,59414,1,25
2077,53515,1,40
2078,17745,1,10
2079,80908,2,23
2080,80422,1,22
2081,57718,1,28
2082,63034,3,37
2083,27858,1,32
2084,76567,1,20
2085,15716,1,38
2086,28711,3,63
2087,40219,1,29
2088,35553,1,16
2089,54615,1,32
2090,13612,1,34
2091,72415,1,23
2092,47620,2,48
2093,41544,2,21
2094,74126,1,17
2095,56630,1,25
2096,83221,2,46
2097,74962,3,20
2098,61264,1,23
2099,61102,1,30
2100,55707,1,17
2101,77859,1,7
2102,38829,1,16
2103,32531,1,7
2104,27524,1,25
2105,49201,2,34
2106,24060,3,57
2107,29702,1,35
2108,31516,2,20
2109,23824,1,54
2110,26521,1,25
2111,29817,1,22
2112,24221,1,15
2113,65322,1,12
2114,74631,2,18
2115,79506,1,30
2116,68928,1,20
2117,28320,1,46
2118,43005,2,30
2119,19973,1,60
2120,17006,1,50
2121,15037,1,34
2122,41159,1,15
2123,37840,2,14
2124,68008,2,58
2125,54616,1,29
2126,24527,1,30
2127,50034,1,14
2128,07825,1,25
2129,64726,1,18
2130,52209,1,20
2131,35968,1,24
2132,18447,1,36
2133,52536,1,25
2134,81123,1,4
2135,73010,1,22
2136,45816,1,15
2137,45875,1,25
2138,51630,1,15
2139,53516,1,30
2140,45107,1,35
2141,78606,1,19
2142,78377,1,12
2143,24315,1,20
2144,65014,1,11
2145,01008,1,20
2146,84511,1,25
2147,61420,1,20
2148,19510,1,22
2149,42087,1,13
2150,37709,1,15
2151,29045,1,35
2152,59912,1,12
2153,76432,1,15
2154,14219,1,37
2155,10913,1,35
2156,15238,2,38
2157,16686,3,45
2158,37367,1,13
2159,37367,0,15
2160,40810,2,20
2161,78931,1,24
2162,51523,1,16
2163,49426,1,20
2164,12131,1,19
2165,26181,1,25
2166,77419,1,12
2167,71825,1,15
2168,14024,1,49
2169,83314,1,9
2170,49228,1,12
2171,50836,1,16
2172,43112,2,32
2173,75556,1,12
2174,44817,1,24
2175,54724,1,30
2176,06002,3,35
2177,63825,1,25
2178,87410,3,24
2179,07003,4,88
2180,53157,1,28
2181,48304,1,24
2182,48302,5,76
2183,44450,1,13
2184,45640,1,10
2185,52537,1,19
2186,68718,2,35
2187,47012,1,27
2188,55917,1,30
2189,16433,1,30
2190,12721,1,38
2191,07403,2,50
2192,60108,3,54
2193,49026,1,25
2194,47832,1,15
2195,12411,2,45
2196,53804,1,36
2197,55420,6,133
2198,47404,5,111
2199,61701,5,119
2200,61705,2,28
2201,21523,1,26
2202,77951,1,22
2203,17815,1,100
2204,08804,1,22
2205,63627,1,20
2206,13739,2,40
2207,16912,1,25
2208,75416,1,16
2209,37801,9,39
2210,27814,1,31
2211,35031,1,28
2212,47354,1,25
2213,28605,1,29
2214,23308,1,46
2215,78947,1,12
2216,45242,2,40
2217,74502,1,9
2218,59101,1,20
2219,56013,1,30
2220,40475,2,31
2221,52726,1,24
2222,04614,1,40
2223,68930,1,20
2224,06002,3,45
2225,60406,2,28
2226,27983,1,20
2227,15946,1,26
2228,49646,1,18
2229,49457,2,12
2230,95525,1,18
2231,62513,1,17
2232,76131,1,12
2233,72826,1,27
2234,12812,1,25
2235,38610,1,16
2236,11715,1,82
2237,66411,1,50
2238,28726,2,53
2239,86024,1,28
2240,18360,2,36
2241,17214,1,27
2242,25425,2,40
2243,20135,1,25
2244,75424,1,21
2245,24064,1,23
2246,47167,1,20
2247,53518,1,28
2248,17551,4,80
2249,35581,1,14
2250,68318,1,17
2251,66502,2,30
2252,54828,1,6
2253,24605,1,15
2254,24701,2,20
2255,24605,1,26
2256,61865,1,25
2257,76352,1,22
2258,74333,1,15
2259,25922,1,13
2260,87323,1,17
2261,24701,2,18
2262,71722,1,12
2263,37618,1,27
2264,70722,3,20
2265,76433,1,18
2266,74759,1,8
2267,84512,1,17
2268,84065,1,60
2269,56518,1,13
2270,45817,1,24
2271,46714,1,40
2272,29909,9,144
2273,76627,1,20
2274,48601,1,16
2275,97622,1,10
2276,72315,3,30
2277,16827,1,43
2278,71953,1,13
2279,08204,1,24
2280,44512,3,39
2281,97818,4,31
2282,49680,1,9
2283,35957,1,23
2284,15315,1,24
2285,33921,1,19
2286,33487,8,207
2287,50519,1,21
2288,94923,1,18
2289,94922,2,15
2290,98108,21,300
2291,19142,1,20
2292,90808,1,27
2293,85215,1,20
2294,68820,1,21
2295,78006,1,38
2296,70427,3,32
2297,75417,1,18
2298,28092,1,38
2299,12047,1,36
2300,07603,3,84
2301,72773,1,15
2302,11716,2,94
2303,28461,3,45
2304,28152,2,36
2305,24426,2,43
2306,29615,4,68
2307,29316,2,44
2308,49775,1,10
2309,65612,2,23
2310,55772,1,14
2311,83704,17,246
2312,74726,2,10
2313,43358,1,32
2314,74930,1,13
2315,64427,1,15
2316,37101,1,9
2317,35504,2,21
2318,29115,2,16
2319,88311,2,24
2320,63055,4,51
2321,72926,1,11
2322,74829,1,8
2323,94924,1,24
2324,77420,1,33
2325,60440,5,88
2326,65613,3,24
2327,38732,8,75
2328,38008,1,30
2329,14715,1,70
2330,15923,1,30
2331,44612,1,34
2332,35546,1,10
2333,01740,1,22
2334,28423,1,25
2335,12814,2,30
2336,39041,1,23
2337,06043,1,23
2338,05676,1,16
2339,53040,1,32
2340,12914,1,40
2341,00680,2,20
2342,38583,1,12
2343,36535,1,17
2344,75928,1,20
2345,72916,1,13
2346,97623,4,36
2347,52620,1,14
2348,72952,3,56
2349,01009,1,26
2350,54107,1,32
2351,50035,1,29
2352,61815,1,15
2353,62815,1,20
2354,57317,0,21
2355,75418,2,58
2356,29379,1,19
2357,38034,1,19
2358,32425,1,20
2359,34135,7,102
2360,91902,1,12
2361,88312,3,30
2362,27213,1,35
2363,63628,1,25
2364,29431,1,15
2365,66012,1,70
2366,71933,1,20
2367,83805,2,25
2368,72416,3,28
2369,76033,1,19
2370,79005,1,17
2371,54947,2,22
2372,25031,1,20
2373,49618,1,12
2374,65202,14,258
2375,61012,1,23
2376,61008,2,50
2377,28607,3,45
2378,50036,1,33
2379,47135,1,18
2380,24065,1,31
2381,72927,2,20
2382,38829,3,29
2383,72927,1,14
2384,72927,2,18
2385,41314,1,22
2386,24503,1,17
2387,76426,2,23
2388,07005,2,100
2389,07005,2,44
2390,27011,2,29
2391,13309,1,76
2392,47601,1,23
2393,65233,1,32
2394,36008,1,15
2395,04537,2,55
2396,04538,1,30
2397,26554,2,15
2398,70091,1,24
2399,19061,1,52
2400,49945,1,20
2401,79738,1,7
2402,13809,2,25
2403,21532,1,38
2404,47106,2,21
2405,08620,1,30
2406,08505,1,13
2407,14456,2,60
2408,76950,1,5
2409,79007,1,26
2410,13152,1,24
2411,18512,1,21
2412,07675,1,55
2413,07512,4,98
2414,92004,1,13
2415,56519,1,10
2416,03303,1,26
2417,53805,1,38
2418,71111,9,185
2419,71006,2,15
2420,71064,3,27
2421,28146,1,31
2422,28018,3,24
2423,47324,1,15
2424,02118,34,1500
2425,14025,2,42
2426,40107,1,17
2427,47921,1,24
2428,15531,1,20
2429,74727,1,18
2430,72031,1,12
2431,45306,1,24
2432,06470,1,25
2433,58318,1,28
2434,58318,2,40
2435,74056,1,11
2436,89005,1,40
2437,95006,2,41
2438,84716,1,13
2439,54212,1,22
2440,80304,3,50
2441,80301,2,21
2442,20743,1,40
2443,59701,1,15
2444,08805,4,70
2445,40361,1,20
2446,66701,6,33
2447,65441,1,25
2448,46504,1,21
2449,60914,1,43
2450,70343,1,22
2451,02562,4,50
2452,85325,1,13
2453,50039,1,20
2454,83806,1,18
2455,79009,1,22
2456,39183,1,13
2457,58721,1,20
2458,57428,1,30
2459,04287,1,14
2460,04008,1,18
2461,58418,1,18
2462,15017,1,50
2463,19946,1,50
2464,44695,1,17
2465,76230,1,38
2466,76230,3,10
2467,20715,3,131
2468,42101,8,123
2469,63334,1,12
2470,43402,2,56
2471,47833,1,17
2472,22427,1,50
2473,21502,1,33
2474,56314,1,22
2475,76310,1,11
2476,58623,1,28
2477,29018,2,13
2478,58623,1,28
2479,21501,1,18
2480,18030,1,18
2481,17517,1,40
2482,14026,2,75
2483,49302,1,19
2484,59521,1,16
2485,57719,1,32
2486,31801,1,28
2487,01719,1,36
2488,75550,1,10
2489,01921,2,50
2490,50040,1,12
2491,22620,1,22
2492,56218,1,20
2493,54726,1,27
2494,51234,1,15
2495,23917,1,31
2496,19512,2,60
2497,36723,1,27
2498,36426,1,12
2499,23827,1,25
2500,40422,7,113
2501,01505,1,45
2502,49712,1,24
2503,49713,1,18
2504,33426,5,138
2505,74422,1,15
2506,68010,1,25
2507,59715,3,49
2508,06334,1,43
2509,46394,3,85
2510,83552,1,15
2511,60407,1,15
2512,44444,1,24
2513,78266,2,20
2514,58524,1,25
2515,21714,1,23
2516,15104,1,21
2517,51631,1,9
2518,34205,3,63
2519,61421,2,31
2520,45308,1,32
2521,16701,2,26
2522,72020,2,21
2523,38316,1,21
2524,02808,2,57
2525,03221,1,20
2526,16701,3,45
2527,14815,1,15
2528,04410,1,29
2529,75803,1,21
2530,50520,1,19
2531,37311,13,223
2532,71671,1,20
2533,60915,1,46
2534,06096,2,34
2535,04411,1,18
2536,36483,1,25
2537,71826,1,15
2538,25818,4,16
2539,65614,1,17
2540,43406,1,28
2541,68319,1,20
2542,24817,1,15
2543,76825,1,32
2544,69123,1,20
2545,43570,1,21
2546,15848,1,40
2547,15068,1,36
2548,74423,1,17
2549,55006,1,19
2550,60408,1,55
2551,68626,1,30
2552,56401,2,40
2553,02184,3,88
2554,74632,1,12
2555,49837,2,12
2556,24715,1,17
2557,72928,1,15
2558,54247,1,25
2559,49458,1,12
2560,70516,2,25
2561,14418,2,50
2562,47514,1,15
2563,35120,1,28
2564,07826,1,35
2565,23828,1,15
2566,95065,1,22
2567,48462,3,51
2568,05733,1,35
2569,56315,1,19
2570,52210,1,27
2571,57005,1,27
2572,53919,2,28
2573,65688,1,11
2574,57218,1,18
2575,22714,1,45
2576,19809,1,86
2577,20613,1,52
2578,06405,5,84
2579,32008,1,15
2580,65616,3,48
2581,14027,1,39
2582,36009,1,54
2583,13697,1,60
2584,27525,1,27
2585,28902,1,25
2586,05301,2,39
2587,39044,1,25
2588,50042,1,16
2589,37338,1,14
2590,54161,2,28
2591,47834,1,14
2592,77422,2,21
2593,87520,1,25
2594,77845,3,36
2595,77805,3,25
2596,77808,3,15
2597,76472,1,23
2598,92821,4,70
2599,76424,1,17
2600,56520,2,25
2601,48615,1,30
2602,73701,1,10
2603,19540,1,25
2604,44141,1,41
2605,42715,1,23
2606,49834,1,18
2607,62230,1,35
2608,14816,1,20
2609,15533,1,25
2610,97342,1,15
2611,55782,1,21
2612,49876,3,32
2613,42325,1,35
2614,04551,1,16
2615,46506,1,39
2616,30110,1,16
2617,35055,3,22
2618,43107,1,45
2619,98337,3,62
2620,28655,2,38
2621,77833,1,65
2622,74955,1,20
2623,35034,1,20
2624,57429,1,21
2625,24818,1,16
2626,37024,4,67
2627,11717,5,150
2628,63144,1,23
2629,03833,1,32
2630,15227,1,25
2631,20722,2,50
2632,32955,33,736
2633,28712,1,39
2634,99785,1,40
2635,04412,1,18
2636,13029,2,60
2637,56119,1,23
2638,02631,1,47
2639,68801,1,23
2640,44613,1,28
2641,10509,2,60
2642,36426,1,36
2643,84719,1,19
2644,76020,3,28
2645,10510,2,120
2646,76028,1,22
2647,56014,1,26
2648,35646,2,17
2649,08723,9,151
2650,08724,9,180
2651,77611,2,45
2652,70094,1,28
2653,73010,3,25
2654,11932,1,45
2655,19405,1,25
2656,43912,2,30
2657,69336,2,18
2658,48722,1,20
2659,26330,1,47
2660,06604,8,288
2661,93517,2,18
2662,62417,2,20
2663,35740,1,25
2664,76426,1,30
2665,13030,2,27
2666,59715,1,21
2667,59014,1,46
2668,38651,1,23
2669,60455,2,24
2670,15017,1,30
2671,19933,1,50
2672,95526,1,9
2673,13313,1,40
2674,57319,1,26
2675,50837,1,0
2676,04735,1,21
2677,02324,2,51
2678,03222,1,27
2679,22812,1,40
2680,05034,1,22
2681,15009,1,25
2682,06752,1,68
2683,04009,4,73
2684,05734,1,24
2685,08730,1,50
2686,42025,2,31
2687,13614,1,40
2688,35035,2,15
2689,08203,1,34
2690,53920,1,24
2691,84302,1,42
2692,40962,1,22
2693,47025,3,66
2694,48116,5,96
2695,62012,1,30
2696,05846,1,19
2697,38011,1,20
2698,14610,3,112
2699,15009,3,106
2700,14150,3,82
2701,52540,1,19
2702,29512,2,17
2703,43913,1,24
2704,54110,1,31
2705,61517,2,35
2706,01010,1,30
2707,44240,1,14
2708,55602,1,12
2709,40456,1,23
2710,35175,3,30
2711,75482,1,10
2712,72021,1,17
2713,27823,1,20
2714,13830,1,20
2715,79011,2,15
2716,99633,3,20
2717,19007,1,16
2718,04554,3,29
2719,19007,1,25
2720,06010,5,87
2721,46507,1,20
2722,53104,1,46
2723,05443,1,35
2724,24201,3,42
2725,44402,1,20
2726,03222,1,32
2727,02809,4,97
2728,57219,1,20
2729,60560,3,73
2730,37620,5,67
2731,75119,2,15
2732,14424,2,30
2733,32321,1,13
2734,74010,1,34
2735,68719,1,18
2736,50423,1,26
2737,28358,1,30
2738,65618,1,12
2739,28570,1,33
2740,06016,1,46
2741,11693,1,45
2742,28711,2,30
2743,12025,1,50
2744,75929,1,16
2745,61816,2,20
2746,59317,2,19
2747,88112,2,25
2748,60155,1,28
2749,44147,2,34
2750,37398,1,10
2751,59644,5,45
2752,69125,1,18
2753,29621,1,24
2754,22815,1,42
2755,28697,1,28
2756,76087,3,30
2757,58321,2,32
2758,14420,4,185
2759,29520,3,42
2760,17925,1,6
2761,02301,6,205
2762,15824,1,50
2763,14716,1,34
2764,61917,1,16
2765,53520,1,30
2766,40409,1,25
2767,23920,1,30
2768,27577,1,30
2769,74012,7,175
2770,74728,3,18
2771,68822,1,35
2772,74530,1,11
2773,41016,1,22
2774,51007,1,22
2775,49028,1,26
2776,75930,1,8
2777,32621,1,22
2778,42518,1,18
2779,76933,1,22
2780,39826,1,16
2781,55007,1,20
2782,44142,2,30
2783,47922,1,23
2784,22554,1,32
2785,74462,2,14
2786,01506,1,24
2787,13314,1,24
2788,60513,2,25
2789,44403,3,24
2790,05036,0,20
2791,06804,1,30
2792,19015,1,44
2793,11719,2,95
2794,39601,3,35
2795,11973,1,30
2796,26508,1,45
2797,97415,1,22
2798,57006,4,47
2799,72417,3,32
2800,08030,2,28
2801,04616,1,31
2802,19083,1,35
2803,02447,5,161
2804,65619,2,32
2805,55429,2,29
2806,53521,1,50
2807,44144,1,37
2808,62059,1,15
2809,44131,1,30
2810,17044,1,20
2811,55443,4,49
2812,36429,1,15
2813,46111,2,17
2814,24528,1,30
2815,04921,1,10
2816,77423,1,8
2817,07926,1,40
2818,84782,1,8
2819,35036,1,25
2820,43912,1,24
2821,77542,1,10
2822,47923,1,20
2823,04617,2,20
2824,34601,1,20
2825,35031,1,15
2826,41004,1,22
2827,14817,1,22
2828,95490,2,22
2829,08816,2,40
2830,45309,1,42
2831,15825,1,30
2832,47012,1,26
2833,24551,1,39
2834,35444,1,16
2835,19008,1,30
2836,35973,1,0
2837,56316,1,23
2838,24541,1,44
2839,15236,1,46
2840,71351,2,18
2841,70518,3,41
2842,33312,16,559
2843,56438,1,24
2844,48416,1,18
2845,47448,1,20
2846,62353,2,20
2847,47448,1,18
2848,46158,2,43
2849,17727,1,3
2850,18421,1,22
2851,79316,1,27
2852,62624,1,14
2853,42274,2,28
2854,59417,1,20
2855,62818,1,19
2856,75756,2,30
2857,46112,3,71
2858,55918,1,22
2859,70811,2,16
2860,47220,1,18
2861,48174,4,31
2862,62418,1,31
2863,15417,1,30
2864,53006,1,29
2865,55919,1,16
2866,78520,9,192
2867,97327,2,32
2868,39041,2,15
2869,42210,1,21
2870,57732,1,18
2871,38012,10,136
2872,55312,1,29
2873,53522,1,22
2874,04414,2,22
2875,13615,1,25
