GeoID,ZipCode,MeanIncome
860Z200US03284,03284,119393.0
860Z200US03285,03285,99794.0
860Z200US03287,03287,139944.0
860Z200US03290,03290,129936.0
860Z200US03291,03291,
860Z200US03293,03293,100161.0
860Z200US03301,03301,111667.0
860Z200US03303,03303,98641.0
860Z200US03304,03304,192304.0
860Z200US03307,03307,105737.0
860Z200US03431,03431,93302.0
860Z200US03440,03440,108572.0
860Z200US03441,03441,45477.0
860Z200US03442,03442,93636.0
860Z200US03443,03443,123755.0
860Z200US03444,03444,119619.0
860Z200US03445,03445,108265.0
860Z200US03446,03446,91619.0
860Z200US03447,03447,117976.0
860Z200US03448,03448,88867.0
860Z200US03449,03449,119485.0
860Z200US03450,03450,123506.0
860Z200US03451,03451,87508.0
860Z200US03452,03452,116038.0
860Z200US03455,03455,91868.0
860Z200US03456,03456,106764.0
860Z200US03457,03457,130363.0
860Z200US03458,03458,129186.0
860Z200US03461,03461,125931.0
860Z200US03462,03462,116584.0
860Z200US03464,03464,104593.0
